KSHKOD,"TELNEV","TELNEV CLEAR",POP,SIZE_km2,latitude,longitude,SUBREG,SUBREGCENT,COUNTYCODE,COUNTYCENT,TOWN,REGION,UNIV
2673,"Rábagyarmat","Rabagyarmat",788,1679,46.94393,16.42201,4807,0,18,0,0,3,0
349,"Vereb","Vereb",786,2232,47.31863,18.620075,3704,0,7,0,0,2,0
2108,"Vizsoly","Vizsoly",786,1840,48.385351,21.216506,3512,0,5,0,0,5,0
916,"Belezna","Belezna",785,3093,46.329291,16.939206,5004,0,20,0,0,3,0
1507,"Szabadszentkirály","Szabadszentkiraly",785,1269,46.00298,18.04874,3209,0,2,0,0,4,0
1804,"Karmacs","Karmacs",783,1422,46.836085,17.17436,5001,0,20,0,0,3,0
462,"Zsira","Zsira",782,1468,47.459655,16.673471,3805,0,8,0,0,3,0
1477,"Nagybörzsöny","Nagyborzsony",781,5066,47.93639,18.82752,4308,0,13,0,0,1,0
2592,"Nyírkércs","Nyirkercs",779,1428,48.018365,22.04605,4501,0,15,0,0,6,0
1682,"Ordacsehi","Ordacsehi",779,2256,46.739435,17.62507,4403,0,14,0,0,4,0
2685,"Csengerújfalu","Csengerujfalu",777,2561,47.805294,22.623235,4502,0,15,0,0,6,0
558,"Nagycsécs","Nagycsecs",776,983,47.959495,20.947795,3511,0,5,0,0,5,0
388,"Szerecseny","Szerecseny",776,1239,47.462345,17.554195,3806,0,8,0,0,3,0
1707,"Jánd","Jand",773,1654,48.11232,22.374705,4510,0,15,0,0,6,0
1688,"Horvátzsidány","Horvatzsidany",772,1217,47.411685,16.62301,4804,0,18,0,0,3,0
730,"Adásztevel","Adasztevel",771,837,47.30445,17.5392,4904,0,19,0,0,2,0
285,"Geresdlak","Geresdlak",771,2528,46.10672,18.533245,3202,0,2,0,0,4,0
1510,"Szenna","Szenna",771,2698,46.304736,17.726065,4411,0,14,0,0,4,0
397,"Baksa","Baksa",769,1382,45.958928,18.093164,3207,0,2,0,0,4,0
3218,"Hegyfalu","Hegyfalu",769,1189,47.352652,16.880031,4806,0,18,0,0,3,0
1836,"Becsvölgye","Becsvolgye",768,2140,46.75843,16.68618,5005,0,20,0,0,3,0
3262,"Ostffyasszonyfa","Ostffyasszonyfa",767,3431,47.326384,17.042678,4801,0,18,0,0,3,0
3053,"Dóc","Doc",765,4943,46.438295,20.136425,3606,0,6,0,0,7,0
1621,"Tanakajd","Tanakajd",765,1182,47.18486,16.740772,4808,0,18,0,0,3,0
2222,"Marcaltõ","Marcalto",763,2209,47.4346,17.365335,4904,0,19,0,0,2,0
660,"Somogyszentpál","Somogyszentpal",761,2896,46.641846,17.474069,4406,0,14,0,0,4,0
1614,"Külsõvat","Kulsovat",758,1931,47.298038,17.227739,4904,0,19,0,0,2,0
883,"Háromfa","Haromfa",756,4214,46.115652,17.32797,4407,0,14,0,0,4,0
1739,"Geszt","Geszt",754,5139,46.881375,21.578135,3404,0,4,0,0,7,0
430,"Püspökszilágy","Puspokszilagy",754,2531,47.740891,19.314421,4309,0,13,0,0,1,0
867,"Öregcsertõ","Oregcserto",753,4306,46.516998,19.111811,3303,0,3,0,0,7,0
272,"Sáregres","Saregres",752,2616,46.780886,18.593308,3706,0,7,0,0,2,0
1562,"Somogysámson","Somogysamson",752,2177,46.587807,17.297096,4406,0,14,0,0,4,0
1515,"Zsana","Zsana",752,8794,46.379205,19.66038,3307,0,3,0,0,7,0
1156,"Alsónyék","Alsonyek",751,3204,46.20133,18.736445,4704,0,17,0,0,4,0
1819,"Gógánfa","Goganfa",751,1317,47.020378,17.18721,4905,0,19,0,0,2,0
2758,"Nemti","Nemti",751,1106,48.005818,19.900291,4202,0,12,0,0,5,0
2109,"Pécsudvard","Pecsudvard",751,843,46.010085,18.27458,3207,0,2,0,0,4,0
1742,"Rozsály","Rozsaly",751,1487,47.924365,22.8026,4503,0,15,0,0,6,0
3309,"Alacska","Alacska",748,856,48.21725,20.6557,3501,0,5,0,0,5,0
818,"Vése","Vese",747,4292,46.412331,17.28589,4406,0,14,0,0,4,0
2648,"Barabás","Barabas",746,3819,48.231235,22.431032,4510,0,15,0,0,6,0
1930,"Gyõrsövényház","Gyorsovenyhaz",746,2421,47.689861,17.37459,3801,0,8,0,0,3,0
489,"Bikal","Bikal",743,1703,46.331654,18.282705,3203,0,2,0,0,4,0
466,"Mihályháza","Mihalyhaza",742,2152,47.306331,17.340734,4904,0,19,0,0,2,0
670,"Borsodivánka","Borsodivanka",739,1590,47.699117,20.659721,3505,0,5,0,0,5,0
1587,"Dunaszentpál","Dunaszentpal",739,981,47.77655,17.506981,3802,0,8,0,0,3,0
862,"Bársonyos","Barsonyos",738,1687,47.513295,17.91546,4103,0,11,0,0,2,0
1095,"Nikla","Nikla",737,2335,46.582975,17.512845,4406,0,14,0,0,4,0
2824,"Beregdaróc","Beregdaroc",735,2382,48.198637,22.526193,4510,0,15,0,0,6,0
1771,"Kisdorog","Kisdorog",735,2000,46.390225,18.498152,4701,0,17,0,0,4,0
2803,"Nekézseny","Nekezseny",735,1410,48.168045,20.428705,3506,0,5,0,0,5,0
1732,"Taliándörögd","Taliandorogd",735,2808,46.980598,17.568199,4906,0,19,0,0,2,0
1204,"Ölbõ","Olbo",732,2353,47.30003,16.85968,4806,0,18,0,0,3,0
322,"Magyarlak","Magyarlak",731,762,46.952359,16.349214,4807,0,18,0,0,3,0
3369,"Kisfalud","Kisfalud",730,1510,47.528414,17.089169,3803,0,8,0,0,3,0
540,"Babarc","Babarc",729,1885,46.0009,18.55501,3202,0,2,0,0,4,0
631,"Nagyrév","Nagyrev",729,2979,46.944923,20.140551,4603,0,16,0,0,6,0
1743,"Jásd","Jasd",728,1028,47.285202,18.024012,4907,0,19,0,0,2,0
1853,"Sajópálfala","Sajopalfala",727,711,48.161654,20.845799,3501,0,5,0,0,5,0
2147,"Felsõrajk","Felsorajk",725,2055,46.680576,16.986119,5008,0,20,0,0,3,0
907,"Csénye","Csenye",724,1912,47.235776,16.867132,4806,0,18,0,0,3,0
1573,"Kaposújlak","Kaposujlak",724,893,46.367287,17.72549,4411,0,14,0,0,4,0
1694,"Mátyásdomb","Matyasdomb",723,3539,46.920665,18.349545,3703,0,7,0,0,2,0
1951,"Alsónemesapáti","Alsonemesapati",722,1451,46.854535,16.9355,5005,0,20,0,0,3,0
645,"Gamás","Gamas",722,4292,46.62051,17.762326,4403,0,14,0,0,4,0
2763,"Úny","Uny",722,1158,47.64187,18.7364,4101,0,11,0,0,2,0
3160,"Zemplénagárd","Zemplenagard",722,2909,48.361742,22.070227,3513,0,5,0,0,5,0
2417,"Tereske","Tereske",721,1703,47.949554,19.195137,4204,0,12,0,0,5,0
1812,"Bolhó","Bolho",720,2507,46.03916,17.298515,4401,0,14,0,0,4,0
3128,"Mikófalva","Mikofalva",720,1441,48.056235,20.31598,4007,0,10,0,0,5,0
1465,"Nagynyárád","Nagynyarad",719,2434,45.946698,18.581885,3202,0,2,0,0,4,0
341,"Somogyszil","Somogyszil",719,3846,46.5226,17.999033,4404,0,14,0,0,4,0
1818,"Baktakék","Baktakek",718,1879,48.366375,21.027936,3503,0,5,0,0,5,0
598,"Egyházasgerge","Egyhazasgerge",718,1537,48.17916,19.64622,4205,0,12,0,0,5,0
522,"Kisnémedi","Kisnemedi",717,1383,47.739127,19.287653,4309,0,13,0,0,1,0
2975,"Magyaregregy","Magyaregregy",717,2681,46.251704,18.308153,3201,0,2,0,0,4,0
619,"Barbacs","Barbacs",716,1365,47.644935,17.296382,3801,0,8,0,0,3,0
1294,"Garabonc","Garabonc",716,1856,46.587115,17.1226,5009,0,20,0,0,3,0
1493,"Bodony","Bodony",714,2897,47.940692,20.023727,4006,0,10,0,0,5,0
3018,"Kolontár","Kolontar",714,2172,47.083925,17.475348,4911,0,19,0,0,2,0
1996,"Mátraballa","Matraballa",714,2636,47.985075,20.020065,4006,0,10,0,0,5,0
3412,"Rudolftelep","Rudolftelep",714,439,48.311035,20.671545,3504,0,5,0,0,5,0
3025,"Borzavár","Borzavar",712,1300,47.289937,17.831199,4909,0,19,0,0,2,0
1005,"Borsfa","Borsfa",710,1183,46.499172,16.784344,5003,0,20,0,0,3,0
1314,"Jéke","Jeke",709,632,48.240564,22.153884,4504,0,15,0,0,6,0
314,"Vönöck","Vonock",708,1760,47.31139,17.15996,4801,0,18,0,0,3,0
3168,"Ivánc","Ivanc",707,1714,46.936429,16.496911,4805,0,18,0,0,3,0
2070,"Mórágy","Moragy",706,1761,46.215372,18.642986,4701,0,17,0,0,4,0
2428,"Zalabér","Zalaber",706,1278,46.974238,17.028451,5006,0,20,0,0,3,0
791,"Nemesdéd","Nemesded",705,2661,46.43034,17.242777,4406,0,14,0,0,4,0
1756,"Nemesvid","Nemesvid",705,1838,46.491339,17.255861,4406,0,14,0,0,4,0
3084,"Tiszagyulaháza","Tiszagyulahaza",705,2078,47.943695,21.141525,3906,0,9,0,0,6,0
2576,"Meggyeskovácsi","Meggyeskovacsi",704,2464,47.16382,16.8696,4806,0,18,0,0,3,0
955,"Tomajmonostora","Tomajmonostora",704,1376,47.435471,20.705472,4605,0,16,0,0,6,0
1303,"Zsurk","Zsurk",704,1539,48.41031,22.217395,4512,0,15,0,0,6,0
2860,"Drávaszabolcs","Dravaszabolcs",703,1122,45.805983,18.211071,3205,0,2,0,0,4,0
2077,"Csobaj","Csobaj",702,1959,48.049,21.342925,3515,0,5,0,0,5,0
3237,"Diósviszló","Diosviszlo",702,1581,45.876472,18.171307,3205,0,2,0,0,4,0
1426,"Táp","Tap",699,1988,47.516685,17.828065,3807,0,8,0,0,3,0
1380,"Kömpöc","Kompoc",698,2998,46.463902,19.867491,3308,0,3,0,0,7,0
3107,"Öttömös","Ottomos",698,3091,46.28109,19.68276,3605,0,6,0,0,7,0
952,"Gyulakeszi","Gyulakeszi",695,967,46.867885,17.48067,4906,0,19,0,0,2,0
809,"Imrehegy","Imrehegy",694,7031,46.488495,19.30593,3305,0,3,0,0,7,0
2173,"Kéty","Kety",694,1656,46.440159,18.524458,4704,0,17,0,0,4,0
2191,"Dör","Dor",693,1101,47.597019,17.29694,3801,0,8,0,0,3,0
2461,"Tapsony","Tapsony",693,3161,46.457285,17.332706,4406,0,14,0,0,4,0
2409,"Csengersima","Csengersima",692,2380,47.866589,22.728715,4502,0,15,0,0,6,0
533,"Csobád","Csobad",692,1183,48.282695,21.02882,3503,0,5,0,0,5,0
638,"Tolmács","Tolmacs",692,1221,47.929,19.10917,4204,0,12,0,0,5,0
2115,"Vezseny","Vezseny",692,2517,47.032054,20.215612,4604,0,16,0,0,6,0
3023,"Mesterszállás","Mesterszallas",691,4292,46.95715,20.4304,4607,0,16,0,0,6,0
2446,"Mikebuda","Mikebuda",690,4217,47.15991,19.61301,4302,0,13,0,0,1,0
3121,"Somogyaszaló","Somogyaszalo",690,2212,46.459815,17.80525,4404,0,14,0,0,4,0
2966,"Alsónána","Alsonana",689,1314,46.248705,18.6603,4704,0,17,0,0,4,0
2101,"Molnári","Molnari",689,1286,46.384886,16.831057,5003,0,20,0,0,3,0
2292,"Jászágó","Jaszago",687,3693,47.594105,19.855137,4601,0,16,0,0,6,0
474,"Sárpilis","Sarpilis",687,2170,46.249853,18.740095,4704,0,17,0,0,4,0
879,"Tiszakóród","Tiszakorod",687,1669,48.106115,22.709805,4503,0,15,0,0,6,0
1368,"Perenye","Perenye",686,1622,47.29292,16.57393,4808,0,18,0,0,3,0
3167,"Felsõtelekes","Felsotelekes",683,845,48.407136,20.633951,3504,0,5,0,0,5,0
1981,"Kétpó","Ketpo",682,6676,47.071975,20.48098,4607,0,16,0,0,6,0
2388,"Sonkád","Sonkad",682,1981,48.056413,22.752595,4503,0,15,0,0,6,0
296,"Bükkszék","Bukkszek",681,1530,47.989571,20.17532,4006,0,10,0,0,5,0
534,"Tófej","Tofej",681,1532,46.669955,16.79914,5005,0,20,0,0,3,0
2968,"Zalatárnok","Zalatarnok",681,2595,46.700905,16.75767,5005,0,20,0,0,3,0
412,"Som","Som",680,2335,46.80815,18.13952,4408,0,14,0,0,4,0
617,"Eszteregnye","Eszteregnye",679,2009,46.47386,16.88325,5004,0,20,0,0,3,0
565,"Nemesgörzsöny","Nemesgorzsony",678,1925,47.39362,17.359261,4904,0,19,0,0,2,0
1590,"Nágocs","Nagocs",677,2226,46.664055,17.95803,4409,0,14,0,0,4,0
3317,"Szeleste","Szeleste",677,2075,47.308209,16.832806,4806,0,18,0,0,3,0
298,"Egerfarmos","Egerfarmos",675,2380,47.71899,20.5361,4003,0,10,0,0,5,0
1622,"Lipót","Lipot",675,1609,47.86221,17.463445,3804,0,8,0,0,3,0
3339,"Kapoly","Kapoly",674,2237,46.714837,17.977614,4409,0,14,0,0,4,0
1109,"Nyírlövõ","Nyirlovo",674,791,48.202431,22.18734,4504,0,15,0,0,6,0
1417,"Bánd","Band",673,984,47.122075,17.784344,4908,0,19,0,0,2,0
1099,"Kerékteleki","Kerekteleki",673,2945,47.516,17.9405,4103,0,11,0,0,2,0
857,"Kétújfalu","Ketujfalu",673,1630,45.97463,17.721765,3206,0,2,0,0,4,0
2979,"Méhtelek","Mehtelek",673,862,47.93226,22.848465,4503,0,15,0,0,6,0
721,"Acsád","Acsad",672,1434,47.323719,16.733942,4808,0,18,0,0,3,0
1831,"Gyód","Gyod",672,325,45.999251,18.178455,3207,0,2,0,0,4,0
2781,"Homokbödöge","Homokbodoge",670,1615,47.30431,17.58807,4904,0,19,0,0,2,0
1938,"Tiszaladány","Tiszaladany",670,2221,48.06235,21.411815,3515,0,5,0,0,5,0
968,"Cégénydányád","Cegenydanyad",668,1219,47.9353,22.54913,4503,0,15,0,0,6,0
1990,"Csányoszró","Csanyoszro",668,2856,45.880855,17.91156,3204,0,2,0,0,4,0
2553,"Györe","Gyore",668,1132,46.2967,18.39669,4701,0,17,0,0,4,0
3389,"Nagydobsza","Nagydobsza",668,1323,46.034455,17.664625,3206,0,2,0,0,4,0
3294,"Nemesbük","Nemesbuk",667,998,46.823879,17.143921,5007,0,20,0,0,3,0
1813,"Ácsteszér","Acsteszer",666,1772,47.40624,18.005605,4103,0,11,0,0,2,0
1642,"Alsópetény","Alsopeteny",666,1968,47.875311,19.243103,4204,0,12,0,0,5,0
1479,"Rábakecöl","Rabakecol",665,2303,47.43087,17.11092,3803,0,8,0,0,3,0
1949,"Nógrádsipek","Nogradsipek",664,2013,48.00669,19.502436,4206,0,12,0,0,5,0
2434,"Bánk","Bank",662,990,47.924175,19.17618,4204,0,12,0,0,5,0
224,"Vát","Vat",662,2327,47.282877,16.774514,4808,0,18,0,0,3,0
1041,"Nagyút","Nagyut",660,1894,47.719499,20.172654,4003,0,10,0,0,5,0
1360,"Túristvándi","Turistvandi",660,1522,48.051635,22.64042,4503,0,15,0,0,6,0
3365,"Újdombrád","Ujdombrad",660,1078,48.195432,21.869814,4504,0,15,0,0,6,0
2263,"Máriahalom","Mariahalom",658,1085,47.626995,18.70687,4101,0,11,0,0,2,0
2368,"Pátyod","Patyod",658,910,47.867121,22.620678,4502,0,15,0,0,6,0
1456,"Balatonmáriafürdõ","Balatonmariafurdo",657,2677,46.703732,17.39398,4406,0,14,0,0,4,0
2698,"Csõvár","Csovar",656,1717,47.809521,19.326103,4309,0,13,0,0,1,0
766,"Oszkó","Oszko",655,2031,47.04506,16.874828,4809,0,18,0,0,3,0
2556,"Hárskút","Harskut",653,3446,47.18514,17.81178,4908,0,19,0,0,2,0
3230,"Nógrádkövesd","Nogradkovesd",653,880,47.879902,19.370279,4201,0,12,0,0,5,0
3074,"Sitke","Sitke",652,2720,47.243154,17.025944,4806,0,18,0,0,3,0
1918,"Fityeház","Fityehaz",651,650,46.373305,16.904925,5004,0,20,0,0,3,0
336,"Szilsárkány","Szilsarkany",651,1670,47.53904,17.254698,3801,0,8,0,0,3,0
2609,"Lónya","Lonya",650,3548,48.315785,22.271675,4510,0,15,0,0,6,0
1639,"Nagybárkány","Nagybarkany",650,884,47.996625,19.701815,4202,0,12,0,0,5,0
634,"Aldebrõ","Aldebro",649,2178,47.78272,20.236115,4003,0,10,0,0,5,0
2854,"Kovácsvágás","Kovacsvagas",649,2108,48.454313,21.528506,3508,0,5,0,0,5,0
3191,"Kunpeszér","Kunpeszer",649,7755,47.064735,19.280336,3309,0,3,0,0,7,0
2716,"Nagypeterd","Nagypeterd",649,1163,46.049037,17.898607,3206,0,2,0,0,4,0
605,"Ragály","Ragaly",649,1554,48.405731,20.515039,3504,0,5,0,0,5,0
3398,"Muraszemenye","Muraszemenye",648,1615,46.476369,16.624181,5003,0,20,0,0,3,0
2537,"Magyaregres","Magyaregres",645,1440,46.461465,17.77542,4404,0,14,0,0,4,0
2067,"Beregsurány","Beregsurany",644,1601,48.16025,22.54255,4510,0,15,0,0,6,0
299,"Bátorliget","Batorliget",643,3330,47.756833,22.271457,4507,0,15,0,0,6,0
2015,"Dáka","Daka",643,2540,47.285385,17.421255,4904,0,19,0,0,2,0
2355,"Nagyacsád","Nagyacsad",643,1396,47.36422,17.37511,4904,0,19,0,0,2,0
843,"Bánokszentgyörgy","Banokszentgyorgy",642,3254,46.545521,16.78277,5003,0,20,0,0,3,0
1363,"Besenyõd","Besenyod",642,945,47.96608,22.007539,4501,0,15,0,0,6,0
3348,"Sátorhely","Satorhely",642,1760,45.941285,18.631555,3202,0,2,0,0,4,0
1296,"Püski","Puski",641,839,47.886929,17.404831,3804,0,8,0,0,3,0
547,"Bõ","Bo",640,1065,47.36735,16.81576,4802,0,18,0,0,3,0
2855,"Erdõkövesd","Erdokovesd",640,1718,48.041119,20.10224,4006,0,10,0,0,5,0
1164,"Felsõpáhok","Felsopahok",640,727,46.78443,17.157045,5007,0,20,0,0,3,0
3358,"Érsekhalma","Ersekhalma",638,2756,46.35103,19.119655,3301,0,3,0,0,7,0
1065,"Fertõhomok","Fertohomok",638,1261,47.620738,16.766128,3805,0,8,0,0,3,0
610,"Kálmáncsa","Kalmancsa",638,4885,46.06405,17.616735,4401,0,14,0,0,4,0
757,"Zalabaksa","Zalabaksa",638,1610,46.703687,16.550295,5002,0,20,0,0,3,0
440,"Bekölce","Bekolce",637,1377,48.079971,20.273581,4007,0,10,0,0,5,0
903,"Berkenye","Berkenye",637,1346,47.88757,19.07196,4204,0,12,0,0,5,0
3329,"Hunya","Hunya",634,3257,46.81465,20.843585,3405,0,4,0,0,7,0
2419,"Fácánkert","Facankert",633,1070,46.448962,18.736769,4704,0,17,0,0,4,0
240,"Surd","Surd",633,2194,46.323568,16.970408,5004,0,20,0,0,3,0
1247,"Kemenesszentpéter","Kemenesszentpeter",632,2135,47.42567,17.231509,4904,0,19,0,0,2,0
509,"Viss","Viss",631,1391,48.216629,21.508152,3507,0,5,0,0,5,0
772,"Kunbaracs","Kunbaracs",630,5511,46.99107,19.392015,3304,0,3,0,0,7,0
1855,"Olasz","Olasz",630,1029,46.016041,18.410176,3202,0,2,0,0,4,0
2850,"Balatonszõlõs","Balatonszolos",628,1281,46.967737,17.828407,4903,0,19,0,0,2,0
2432,"Felsõpetény","Felsopeteny",628,1450,47.891035,19.19944,4204,0,12,0,0,5,0
2530,"Balatonakali","Balatonakali",627,3620,46.882384,17.748867,4903,0,19,0,0,2,0
543,"Magyarhertelend","Magyarhertelend",627,1616,46.189513,18.152994,3201,0,2,0,0,4,0
1190,"Tiszamogyorós","Tiszamogyoros",626,1025,48.319404,22.2315,4512,0,15,0,0,6,0
3013,"Hercegkút","Hercegkut",624,781,48.333348,21.531251,3507,0,5,0,0,5,0
1864,"Göncruszka","Goncruszka",623,1669,48.448448,21.240879,3512,0,5,0,0,5,0
3281,"Csögle","Csogle",621,1691,47.22224,17.253441,4911,0,19,0,0,2,0
2996,"Homorúd","Homorud",620,4473,45.98469,18.792805,3202,0,2,0,0,4,0
3141,"Keszeg","Keszeg",620,995,47.838024,19.242229,4204,0,12,0,0,5,0
1745,"Kokad","Kokad",619,1610,47.405681,21.931671,3908,0,9,0,0,6,0
354,"Kökény","Kokeny",619,490,45.99984,18.205549,3207,0,2,0,0,4,0
2450,"Nemesbõd","Nemesbod",618,914,47.267095,16.73705,4808,0,18,0,0,3,0
3099,"Semjénháza","Semjenhaza",618,470,46.397558,16.847312,5003,0,20,0,0,3,0
2298,"Sótony","Sotony",618,1493,47.196452,16.94884,4806,0,18,0,0,3,0
3335,"Terem","Terem",617,4951,47.797365,22.282375,4507,0,15,0,0,6,0
532,"Herencsény","Herencseny",616,3318,47.975226,19.472901,4201,0,12,0,0,5,0
2139,"Sümegcsehi","Sumegcsehi",616,1744,46.942982,17.217979,5006,0,20,0,0,3,0
3263,"Tornyiszentmiklós","Tornyiszentmiklos",616,1852,46.518585,16.556525,5002,0,20,0,0,3,0
1899,"Ferencszállás","Ferencszallas",615,579,46.21519,20.358495,3604,0,6,0,0,7,0
2772,"Salomvár","Salomvar",615,1611,46.85033,16.66182,5005,0,20,0,0,3,0
2782,"Káva","Kava",614,1131,47.355395,19.58838,4305,0,13,0,0,1,0
2951,"Bakonyjákó","Bakonyjako",613,4718,47.224239,17.600034,4904,0,19,0,0,2,0
2088,"Hosszúpereszteg","Hosszupereszteg",613,3700,47.086445,17.023625,4806,0,18,0,0,3,0
1606,"Szajla","Szajla",612,870,47.967693,20.151233,4006,0,10,0,0,5,0
1471,"Szálka","Szalka",612,1707,46.27453,18.636966,4704,0,17,0,0,4,0
408,"Hevesvezekény","Hevesvezekeny",611,1978,47.55718,20.35712,4002,0,10,0,0,5,0
269,"Sárkeszi","Sarkeszi",611,1479,47.15746,18.282815,3707,0,7,0,0,2,0
1374,"Kõkút","Kokut",610,2023,46.192662,17.578276,4411,0,14,0,0,4,0
2726,"Tisztaberek","Tisztaberek",610,1822,47.955968,22.792029,4503,0,15,0,0,6,0
3318,"Nagyrozvágy","Nagyrozvagy",609,2682,48.344338,21.920448,3513,0,5,0,0,5,0
2528,"Alsószentiván","Alsoszentivan",608,3965,46.79579,18.7309,3706,0,7,0,0,2,0
2479,"Kardos","Kardos",608,4279,46.791685,20.713365,3405,0,4,0,0,7,0
1098,"Szulok","Szulok",608,2791,46.046945,17.55033,4401,0,14,0,0,4,0
3249,"Kondó","Kondo",607,1963,48.189572,20.640339,3501,0,5,0,0,5,0
972,"Gyõrvár","Gyorvar",606,1659,46.986775,16.839131,4809,0,18,0,0,3,0
1375,"Szanda","Szanda",606,2149,47.927002,19.440335,4201,0,12,0,0,5,0
1617,"Szögliget","Szogliget",606,3474,48.522331,20.67597,3502,0,5,0,0,5,0
1030,"Vasboldogasszony","Vasboldogasszony",606,1175,46.94524,16.868765,5005,0,20,0,0,3,0
321,"Sajóivánka","Sajoivanka",605,1023,48.27153,20.583265,3504,0,5,0,0,5,0
2898,"Ura","Ura",605,3234,47.81717,22.608325,4502,0,15,0,0,6,0
2019,"Lucfalva","Lucfalva",604,1410,48.031065,19.690575,4202,0,12,0,0,5,0
2819,"Szuha","Szuha",604,1756,47.967702,19.912665,4202,0,12,0,0,5,0
2309,"Siójut","Siojut",603,1073,46.878,18.13849,4408,0,14,0,0,4,0
899,"Túrricse","Turricse",603,1299,47.97837,22.757955,4503,0,15,0,0,6,0
3370,"Rábacsécsény","Rabacsecseny",602,1568,47.58601,17.42445,3806,0,8,0,0,3,0
538,"Sümegprága","Sumegpraga",600,579,46.940521,17.277189,4905,0,19,0,0,2,0
2090,"Mike","Mike",599,3241,46.24194,17.52693,4411,0,14,0,0,4,0
2663,"Pusztaszentlászló","Pusztaszentlaszlo",599,1034,46.635858,16.841635,5005,0,20,0,0,3,0
436,"Bogyoszló","Bogyoszlo",598,2621,47.564313,17.183598,3801,0,8,0,0,3,0
1712,"Beleg","Beleg",597,1799,46.314935,17.410645,4407,0,14,0,0,4,0
722,"Vadna","Vadna",597,782,48.273835,20.55634,3504,0,5,0,0,5,0
402,"Himod","Himod",595,2270,47.520415,17.010779,3803,0,8,0,0,3,0
2610,"Csegöld","Csegold",592,1935,47.901661,22.67573,4503,0,15,0,0,6,0
2963,"Epöl","Epol",592,1253,47.647079,18.64089,4101,0,11,0,0,2,0
2565,"Kerta","Kerta",592,1546,47.163826,17.273008,4911,0,19,0,0,2,0
2412,"Bakonytamási","Bakonytamasi",591,2049,47.41202,17.733937,4904,0,19,0,0,2,0
777,"Dencsháza","Dencshaza",591,1398,45.993956,17.833469,3206,0,2,0,0,4,0
1884,"Mezõsas","Mezosas",591,2639,47.10983,21.566238,3902,0,9,0,0,6,0
2119,"Radostyán","Radostyan",591,810,48.17993,20.651085,3501,0,5,0,0,5,0
866,"Demjén","Demjen",590,2508,47.829677,20.334125,4001,0,10,0,0,5,0
948,"Fertõendréd","Fertoendred",589,1509,47.607037,16.90397,3805,0,8,0,0,3,0
2735,"Mecsér","Mecser",589,2109,47.79721,17.476875,3804,0,8,0,0,3,0
2371,"Gelej","Gelej",588,3212,47.82961,20.77364,3514,0,5,0,0,5,0
1448,"Máriakéménd","Mariakemend",588,1578,46.027074,18.461872,3202,0,2,0,0,4,0
1112,"Olcsva","Olcsva",587,996,48.08669,22.33278,4510,0,15,0,0,6,0
1254,"Abaliget","Abaliget",586,1609,46.142982,18.115559,3207,0,2,0,0,4,0
3298,"Bucsu","Bucsu",586,1654,47.262862,16.494316,4808,0,18,0,0,3,0
2494,"Nagykökényes","Nagykokenyes",586,1728,47.733681,19.59996,4005,0,10,0,0,5,0
1677,"Székelyszabar","Szekelyszabar",586,1548,46.047965,18.601074,3202,0,2,0,0,4,0
525,"Kuncsorba","Kuncsorba",585,3363,47.12747,20.55418,4606,0,16,0,0,6,0
2272,"Alsóújlak","Alsoujlak",584,2102,47.080332,16.855333,4809,0,18,0,0,3,0
3340,"Kishartyán","Kishartyan",584,895,48.08433,19.707342,4205,0,12,0,0,5,0
942,"Tiszaadony","Tiszaadony",583,1563,48.225677,22.291352,4510,0,15,0,0,6,0
1024,"Hevesaranyos","Hevesaranyos",582,1702,48.008295,20.235145,4007,0,10,0,0,5,0
2223,"Botpalád","Botpalad",580,1650,48.02654,22.81276,4503,0,15,0,0,6,0
2936,"Csömödér","Csomoder",580,779,46.611919,16.64262,5002,0,20,0,0,3,0
2761,"Zimány","Zimany",580,1297,46.424827,17.913715,4404,0,14,0,0,4,0
2566,"Galgaguta","Galgaguta",579,1589,47.847581,19.389042,4201,0,12,0,0,5,0
2955,"Panyola","Panyola",579,1222,48.042215,22.396715,4503,0,15,0,0,6,0
1582,"Felsõnána","Felsonana",577,1890,46.46692,18.528915,4704,0,17,0,0,4,0
2448,"Kemenessömjén","Kemenessomjen",577,1605,47.293961,17.129379,4801,0,18,0,0,3,0
1910,"Zubogy","Zubogy",577,1143,48.38001,20.56938,3504,0,5,0,0,5,0
2425,"Mikóháza","Mikohaza",576,1691,48.462251,21.599283,3508,0,5,0,0,5,0
3258,"Vérteskethely","Verteskethely",575,1746,47.485898,18.082966,4103,0,11,0,0,2,0
1122,"Hangács","Hangacs",573,2253,48.288631,20.827447,3502,0,5,0,0,5,0
504,"Nyírderzs","Nyirderzs",573,1701,47.901355,22.164675,4507,0,15,0,0,6,0
413,"Töttös","Tottos",573,2299,45.915459,18.54253,3202,0,2,0,0,4,0
437,"Lázi","Lazi",570,1679,47.465288,17.837318,3807,0,8,0,0,3,0
2627,"Bõszénfa","Boszenfa",568,4295,46.239231,17.845583,4404,0,14,0,0,4,0
1595,"Cirák","Cirak",568,1176,47.478128,17.028928,3803,0,8,0,0,3,0
389,"Cserkút","Cserkut",567,667,46.07587,18.134769,3207,0,2,0,0,4,0
1480,"Mersevát","Mersevat",564,1054,47.289797,17.205376,4801,0,18,0,0,3,0
3271,"Feketeerdõ","Feketeerdo",563,674,47.935889,17.279061,3804,0,8,0,0,3,0
