KSHKOD,"TELNEV","TELNEV CLEAR",POP,SIZE_km2,latitude,longitude,SUBREG,SUBREGCENT,COUNTYCODE,COUNTYCENT,TOWN,REGION,UNIV
2942,"Nõtincs","Notincs",1075,2047,47.88229,19.138788,4204,0,12,0,0,5,0
485,"Somogyudvarhely","Somogyudvarhely",1073,4042,46.181236,17.189257,4402,0,14,0,0,4,0
2443,"Dorogháza","Doroghaza",1071,1768,47.987675,19.9022,4202,0,12,0,0,5,0
1469,"Nyíribrony","Nyiribrony",1068,2009,48.018295,21.96194,4501,0,15,0,0,6,0
2651,"Olaszfalu","Olaszfalu",1068,4280,47.242571,17.911885,4909,0,19,0,0,2,0
2916,"Páka","Paka",1068,2318,46.59254,16.64586,5002,0,20,0,0,3,0
1103,"Tolnanémedi","Tolnanemedi",1067,2195,46.714925,18.47459,4705,0,17,0,0,4,0
1364,"Egerszólát","Egerszolat",1062,2610,47.889013,20.267223,4001,0,10,0,0,5,0
1169,"Hidasnémeti","Hidasnemeti",1062,1607,48.499767,21.230221,3512,0,5,0,0,5,0
562,"Révfülöp","Revfulop",1062,1036,46.82774,17.629181,4906,0,19,0,0,2,0
1402,"Lukácsháza","Lukacshaza",1061,936,47.32946,16.58408,4804,0,18,0,0,3,0
366,"Cered","Cered",1060,3858,48.144076,19.966189,4205,0,12,0,0,5,0
3236,"Nagylók","Nagylok",1059,3244,46.97449,18.64728,3706,0,7,0,0,2,0
2283,"Petõháza","Petohaza",1058,264,47.597935,16.894041,3805,0,8,0,0,3,0
1208,"Gelse","Gelse",1056,2246,46.602135,16.98934,5009,0,20,0,0,3,0
1026,"Hahót","Hahot",1055,3900,46.64864,16.924475,5004,0,20,0,0,3,0
2134,"Kajászó","Kajaszo",1055,2398,47.319078,18.729929,3701,0,7,0,0,2,0
1942,"Kisar","Kisar",1054,1543,48.058815,22.517423,4503,0,15,0,0,6,0
2004,"Bárna","Barna",1053,1539,48.100576,19.935083,4205,0,12,0,0,5,0
245,"Vajta","Vajta",1053,2343,46.717541,18.665356,3706,0,7,0,0,2,0
382,"Ároktõ","Arokto",1051,4641,47.728787,20.946701,3514,0,5,0,0,5,0
2198,"Mihályi","Mihalyi",1051,1628,47.514801,17.095794,3803,0,8,0,0,3,0
2042,"Szelevény","Szeleveny",1050,4539,46.803515,20.20693,4603,0,16,0,0,6,0
2918,"Nagybarca","Nagybarca",1049,1439,48.248615,20.529755,3504,0,5,0,0,5,0
2938,"Örményes","Ormenyes",1049,3413,47.19297,20.552219,4606,0,16,0,0,6,0
308,"Sajóhídvég","Sajohidveg",1048,1344,48.00134,20.950535,3501,0,5,0,0,5,0
2599,"Bakonynána","Bakonynana",1047,1493,47.278782,17.970474,4909,0,19,0,0,2,0
925,"Nyírtét","Nyirtet",1047,1717,48.010848,21.921478,4501,0,15,0,0,6,0
1116,"Szentpéterúr","Szentpeterur",1047,1596,46.7624,17.042422,5008,0,20,0,0,3,0
1329,"Galgagyörk","Galgagyork",1046,1471,47.74073,19.37508,4309,0,13,0,0,1,0
1623,"Tiszaderzs","Tiszaderzs",1046,2719,47.5131,20.64163,4605,0,16,0,0,6,0
1418,"Várvölgy","Varvolgy",1045,2504,46.86499,17.29726,5001,0,20,0,0,3,0
673,"Csõsz","Csosz",1044,1711,47.038385,18.41949,3708,0,7,0,0,2,0
2954,"Mozsgó","Mozsgo",1043,2176,46.112455,17.848975,3206,0,2,0,0,4,0
420,"Mezõgyán","Mezogyan",1042,5987,46.86856,21.522074,3404,0,4,0,0,7,0
3293,"Nagylózs","Nagylozs",1041,1925,47.56546,16.771059,3805,0,8,0,0,3,0
1062,"Bükkszenterzsébet","Bukkszenterzsebet",1040,2486,48.055248,20.16728,4006,0,10,0,0,5,0
3026,"Dormánd","Dormand",1040,2006,47.72019,20.41898,4003,0,10,0,0,5,0
3108,"Székely","Szekely",1040,1608,48.057948,21.938252,4511,0,15,0,0,6,0
1152,"Balaton","Balaton",1038,1320,48.092902,20.306221,4007,0,10,0,0,5,0
2041,"Újléta","Ujleta",1038,3041,47.466935,21.872675,3909,0,9,0,0,6,0
287,"Sáta","Sata",1037,1651,48.185488,20.395494,3506,0,5,0,0,5,0
260,"Zalaszentiván","Zalaszentivan",1037,1310,46.89115,16.897845,5005,0,20,0,0,3,0
2844,"Nyírgelse","Nyirgelse",1036,2761,47.75247,21.995505,4507,0,15,0,0,6,0
979,"Nézsa","Nezsa",1035,1867,47.8443,19.297205,4204,0,12,0,0,5,0
1789,"Kölked","Kolked",1033,6194,45.948601,18.7057,3202,0,2,0,0,4,0
606,"Újpetre","Ujpetre",1033,1671,45.936545,18.36306,3205,0,2,0,0,4,0
1837,"Mezõnagymihály","Mezonagymihaly",1032,6185,47.810205,20.73567,3505,0,5,0,0,5,0
2356,"Mezõlak","Mezolak",1031,2158,47.3288,17.37264,4904,0,19,0,0,2,0
2995,"Káld","Kald",1030,4244,47.163384,17.045539,4806,0,18,0,0,3,0
1675,"Szalonna","Szalonna",1027,2008,48.449464,20.735809,3502,0,5,0,0,5,0
2076,"Medgyesbodzás","Medgyesbodzas",1026,3167,46.517505,20.96086,3402,0,4,0,0,7,0
2074,"Feldebrõ","Feldebro",1021,2652,47.813928,20.232728,4001,0,10,0,0,5,0
209,"Gutorfölde","Gutorfolde",1021,2485,46.638321,16.734301,5002,0,20,0,0,3,0
1011,"Újkenéz","Ujkenez",1021,969,48.249315,22.22699,4504,0,15,0,0,6,0
1791,"Felsõnyék","Felsonyek",1019,3202,46.789265,18.29078,4705,0,17,0,0,4,0
2532,"Erdõbénye","Erdobenye",1018,4579,48.26857,21.355315,3515,0,5,0,0,5,0
1223,"Balatonederics","Balatonederics",1013,1859,46.799447,17.383895,4906,0,19,0,0,2,0
3134,"Mosdós","Mosdos",1013,1695,46.35812,17.9847,4404,0,14,0,0,4,0
3316,"Dad","Dad",1012,2375,47.51945,18.226096,4105,0,11,0,0,2,0
1542,"Rábatamási","Rabatamasi",1011,2176,47.586796,17.170602,3801,0,8,0,0,3,0
1478,"Tardona","Tardona",1011,1229,48.170256,20.528756,3504,0,5,0,0,5,0
3400,"Berekfürdõ","Berekfurdo",1010,1857,47.384129,20.839769,4602,0,16,0,0,6,0
1331,"Bicsérd","Bicserd",1008,1975,46.02234,18.079865,3209,0,2,0,0,4,0
1281,"Mezõörs","Mezoors",1008,4847,47.570869,17.878309,3802,0,8,0,0,3,0
1629,"Uszód","Uszod",1008,2446,46.570445,18.905015,3303,0,3,0,0,7,0
400,"Zalacsány","Zalacsany",1008,1607,46.80526,17.09722,5006,0,20,0,0,3,0
2433,"Mátraszele","Matraszele",1007,1697,48.054185,19.894535,4205,0,12,0,0,5,0
2733,"Sajóecseg","Sajoecseg",1007,794,48.19217,20.77487,3501,0,5,0,0,5,0
1781,"Tiszabecs","Tiszabecs",1007,1714,48.09247,22.821815,4503,0,15,0,0,6,0
2612,"Aparhant","Aparhant",1006,1796,46.336795,18.452205,4701,0,17,0,0,4,0
3342,"Egervár","Egervar",1006,1029,46.935707,16.85334,5005,0,20,0,0,3,0
592,"Bódvaszilas","Bodvaszilas",1005,1922,48.536378,20.732655,3502,0,5,0,0,5,0
324,"Õrhalom","Orhalom",1005,1746,48.07628,19.40171,4201,0,12,0,0,5,0
697,"Cserépfalu","Cserepfalu",1002,4466,47.940605,20.53448,3505,0,5,0,0,5,0
989,"Borsosberény","Borsosbereny",1001,2026,47.975322,19.118626,4204,0,12,0,0,5,0
1236,"Pálháza","Palhaza",1000,675,48.47126,21.51188,3508,0,5,0,1,5,0
3328,"Zalaszántó","Zalaszanto",996,3773,46.883397,17.227162,5001,0,20,0,0,3,0
524,"Nemesbikk","Nemesbikk",995,2410,47.88829,20.966945,3511,0,5,0,0,5,0
1189,"Héreg","Hereg",994,2713,47.64168,18.517965,4107,0,11,0,0,2,0
1250,"Kisnána","Kisnana",993,2260,47.851656,20.144692,4004,0,10,0,0,5,0
427,"Kamut","Kamut",991,6048,46.76151,20.977805,3407,0,4,0,0,7,0
1267,"Kisvarsány","Kisvarsany",988,1283,48.152184,22.294663,4510,0,15,0,0,6,0
2105,"Pókaszepetk","Pokaszepetk",988,1869,46.92462,16.96818,5005,0,20,0,0,3,0
2472,"Rábapordány","Rabapordany",988,2189,47.558791,17.328352,3801,0,8,0,0,3,0
2614,"Nagysimonyi","Nagysimonyi",987,1567,47.261989,17.066045,4801,0,18,0,0,3,0
3393,"Hobol","Hobol",985,1827,46.027287,17.778468,3206,0,2,0,0,4,0
2234,"Kemence","Kemence",985,4275,48.019755,18.893515,4308,0,13,0,0,1,0
1475,"Noszlop","Noszlop",985,3406,47.181503,17.458381,4910,0,19,0,0,2,0
2149,"Tiszasas","Tiszasas",985,2879,46.8203,20.08558,4603,0,16,0,0,6,0
357,"Géderlak","Gederlak",983,1874,46.606856,18.914324,3303,0,3,0,0,7,0
1939,"Bélmegyer","Belmegyer",981,6305,46.871345,21.177905,3407,0,4,0,0,7,0
2122,"Beszterec","Beszterec",980,1159,48.155802,21.839248,4511,0,15,0,0,6,0
3276,"Felsõnyárád","Felsonyarad",980,1167,48.328646,20.599447,3504,0,5,0,0,5,0
2269,"Veszprémvarsány","Veszpremvarsany",980,2118,47.429937,17.829804,3807,0,8,0,0,3,0
220,"Isztimér","Isztimer",979,5388,47.278845,18.195585,3705,0,7,0,0,2,0
1993,"Pusztahencse","Pusztahencse",978,3171,46.59206,18.721205,4703,0,17,0,0,4,0
3035,"Gyulaj","Gyulaj",977,7082,46.505289,18.294662,4702,0,17,0,0,4,0
1967,"Újkér","Ujker",977,3238,47.462588,16.814634,3805,0,8,0,0,3,0
1271,"Pázmándfalu","Pazmandfalu",973,1938,47.570396,17.782982,3807,0,8,0,0,3,0
1844,"Zalaszentmihály","Zalaszentmihaly",973,2083,46.73014,16.950235,5008,0,20,0,0,3,0
2891,"Egerág","Egerag",970,1301,45.98165,18.305425,3207,0,2,0,0,4,0
3253,"Serényfalva","Serenyfalva",970,1964,48.31655,20.390146,3506,0,5,0,0,5,0
642,"Kaposszerdahely","Kaposszerdahely",969,885,46.322739,17.757973,4411,0,14,0,0,4,0
577,"Szászberek","Szaszberek",969,3922,47.31278,20.097085,4604,0,16,0,0,6,0
3287,"Csót","Csot",968,2002,47.360041,17.607209,4904,0,19,0,0,2,0
2638,"Gátér","Gater",966,3089,46.684295,19.956,3306,0,3,0,0,7,0
1446,"Tabajd","Tabajd",962,2657,47.400153,18.632794,3701,0,7,0,0,2,0
1773,"Igar","Igar",959,4119,46.776508,18.513815,3706,0,7,0,0,2,0
1337,"Kázsmárk","Kazsmark",959,1248,48.27731,20.974975,3510,0,5,0,0,5,0
2196,"Lesenceistvánd","Lesenceistvand",959,864,46.870038,17.36128,4906,0,19,0,0,2,0
278,"Nemesgulács","Nemesgulacs",959,835,46.834435,17.48293,4906,0,19,0,0,2,0
1080,"Nyírparasznya","Nyirparasznya",959,1476,48.025745,22.26965,4505,0,15,0,0,6,0
1488,"Sóshartyán","Soshartyan",959,1214,48.071735,19.682165,4205,0,12,0,0,5,0
2129,"Laskod","Laskod",957,1359,48.054303,22.043539,4501,0,15,0,0,6,0
2123,"Homrogd","Homrogd",956,1343,48.28614,20.912521,3510,0,5,0,0,5,0
2985,"Kisoroszi","Kisoroszi",956,1094,47.81081,19.01208,4314,0,13,0,0,1,0
2125,"Szentpéterfa","Szentpeterfa",953,3124,47.09462,16.480025,4808,0,18,0,0,3,0
399,"Héhalom","Hehalom",952,1867,47.783645,19.585825,4203,0,12,0,0,5,0
3288,"Bükkzsérc","Bukkzserc",950,3725,47.954048,20.50918,3505,0,5,0,0,5,0
319,"Rábahídvég","Rabahidveg",949,2241,47.069305,16.74368,4809,0,18,0,0,3,0
3096,"Gyékényes","Gyekenyes",948,3376,46.236929,17.009895,4402,0,14,0,0,4,0
460,"Hejõkeresztúr","Hejokeresztur",948,1028,47.962375,20.883865,3511,0,5,0,0,5,0
2517,"Magyarbóly","Magyarboly",948,1722,45.841275,18.492475,3205,0,2,0,0,4,0
2197,"Tápszentmiklós","Tapszentmiklos",948,2075,47.496535,17.85254,3807,0,8,0,0,3,0
1246,"Rátka","Ratka",946,1177,48.214025,21.229,3509,0,5,0,0,5,0
1111,"Szuhakálló","Szuhakallo",946,696,48.28489,20.6551,3504,0,5,0,0,5,0
3110,"Balinka","Balinka",945,1862,47.313122,18.191707,3705,0,7,0,0,2,0
2791,"Mohora","Mohora",944,1595,47.999334,19.345947,4201,0,12,0,0,5,0
2522,"Bakonysárkány","Bakonysarkany",941,1412,47.447035,18.101715,4103,0,11,0,0,2,0
1173,"Orfû","Orfu",941,3215,46.14748,18.146405,3207,0,2,0,0,4,0
1539,"Pirtó","Pirto",941,3450,46.51784,19.43287,3307,0,3,0,0,7,0
1462,"Zákány","Zakany",941,909,46.255343,16.942195,4402,0,14,0,0,4,0
3426,"Zichyújfalu","Zichyujfalu",941,1082,47.131925,18.67449,3704,0,7,0,0,2,0
3159,"Rédics","Redics",940,2532,46.616113,16.479996,5002,0,20,0,0,3,0
2786,"Majs","Majs",939,3206,45.907387,18.600118,3202,0,2,0,0,4,0
895,"Tiborszállás","Tiborszallas",939,2552,47.814935,22.407985,4505,0,15,0,0,6,0
2291,"Dág","Dag",938,1189,47.663208,18.720173,4101,0,11,0,0,2,0
1232,"Györköny","Gyorkony",938,3160,46.634579,18.69453,4703,0,17,0,0,4,0
2828,"Nagyvisnyó","Nagyvisnyo",938,4302,48.139861,20.423687,4007,0,10,0,0,5,0
2611,"Sáp","Sap",938,1922,47.251929,21.355176,3907,0,9,0,0,6,0
2427,"Pakod","Pakod",937,1255,46.957607,16.994695,5006,0,20,0,0,3,0
1972,"Versend","Versend",937,1413,45.993985,18.513021,3202,0,2,0,0,4,0
1708,"Penészlek","Peneszlek",936,3692,47.639095,22.142385,4507,0,15,0,0,6,0
3422,"Annavölgy","Annavolgy",935,483,47.69109,18.66548,4101,0,11,0,0,2,0
236,"Nagybajcs","Nagybajcs",935,765,47.764952,17.687392,3802,0,8,0,0,3,0
835,"Harkakötöny","Harkakotony",934,5270,46.462551,19.606091,3307,0,3,0,0,7,0
2081,"Sárszentlõrinc","Sarszentlorinc",932,4669,46.617388,18.608784,4703,0,17,0,0,4,0
1378,"Kiskorpád","Kiskorpad",928,1695,46.36349,17.609545,4411,0,14,0,0,4,0
2082,"Zánka","Zanka",927,1955,46.879564,17.673609,4903,0,19,0,0,2,0
3060,"Kaskantyú","Kaskantyu",926,5828,46.67179,19.38643,3305,0,3,0,0,7,0
1662,"Magy","Magy",920,2070,47.939735,21.982145,4501,0,15,0,0,6,0
2175,"Nemesszalók","Nemesszalok",919,2056,47.277865,17.300085,4904,0,19,0,0,2,0
2156,"Girincs","Girincs",917,1120,47.96988,20.9857,3511,0,5,0,0,5,0
2055,"Királyegyháza","Kiralyegyhaza",915,2289,45.996695,17.965453,3209,0,2,0,0,4,0
3307,"Tarhos","Tarhos",915,5745,46.813825,21.212845,3407,0,4,0,0,7,0
1373,"Zalavár","Zalavar",915,3107,46.668773,17.155083,5001,0,20,0,0,3,0
457,"Márianosztra","Marianosztra",913,2026,47.864068,18.871814,4308,0,13,0,0,1,0
1013,"Palotabozsok","Palotabozsok",913,2019,46.12656,18.641035,3202,0,2,0,0,4,0
458,"Veszkény","Veszkeny",913,1035,47.594851,17.091188,3803,0,8,0,0,3,0
2554,"Karancsberény","Karancsbereny",911,2314,48.187585,19.74449,4205,0,12,0,0,5,0
2342,"Hantos","Hantos",910,3696,46.99742,18.695386,3706,0,7,0,0,2,0
747,"Berkesz","Berkesz",908,1318,48.09799,21.977902,4501,0,15,0,0,6,0
1192,"Újtikos","Ujtikos",907,3529,47.91722,21.169545,3906,0,9,0,0,6,0
2058,"Nagykapornak","Nagykapornak",906,2441,46.81643,16.98554,5008,0,20,0,0,3,0
3135,"Darány","Darany",905,2810,45.981925,17.589865,4401,0,14,0,0,4,0
568,"Mezõkomárom","Mezokomarom",905,2905,46.82671,18.28961,3703,0,7,0,0,2,0
3219,"Újudvar","Ujudvar",905,1631,46.537215,16.985439,5004,0,20,0,0,3,0
1416,"Harc","Harc",901,1586,46.400635,18.616965,4704,0,17,0,0,4,0
3147,"Nyírjákó","Nyirjako",900,1034,48.024565,22.07731,4501,0,15,0,0,6,0
1409,"Tiszaug","Tiszaug",899,2504,46.85825,20.051575,3304,0,3,0,0,7,0
2988,"Bihartorda","Bihartorda",897,2238,47.214436,21.355395,3907,0,9,0,0,6,0
2900,"Nyárád","Nyarad",897,1979,47.284916,17.363972,4904,0,19,0,0,2,0
1571,"Szárföld","Szarfold",897,1712,47.591808,17.122471,3803,0,8,0,0,3,0
3027,"Csécse","Csecse",896,2173,47.866545,19.62461,4203,0,12,0,0,5,0
2825,"Mogyorósbánya","Mogyorosbanya",896,732,47.727723,18.603258,4102,0,11,0,0,2,0
727,"Püspökmolnári","Puspokmolnari",896,1510,47.091019,16.79812,4809,0,18,0,0,3,0
2329,"Kapospula","Kapospula",895,1980,46.426443,18.082048,4702,0,17,0,0,4,0
1372,"Gacsály","Gacsaly",893,1982,47.929756,22.758619,4503,0,15,0,0,6,0
1569,"Csikéria","Csikeria",889,2581,46.132625,19.46854,3302,0,3,0,0,7,0
1217,"Kardoskút","Kardoskut",885,7658,46.497195,20.698534,3403,0,4,0,0,7,0
719,"Patak","Patak",883,1622,48.019944,19.146257,4201,0,12,0,0,5,0
3033,"Vácegres","Vacegres",883,1367,47.67626,19.366525,4315,0,13,0,0,1,0
2940,"Agyagosszergény","Agyagosszergeny",882,1989,47.606608,16.945977,3805,0,8,0,0,3,0
1440,"Bodrogolaszi","Bodrogolaszi",882,2061,48.28683,21.515775,3507,0,5,0,0,5,0
974,"Felsõdobsza","Felsodobsza",882,1523,48.254863,21.073659,3510,0,5,0,0,5,0
894,"Körösszegapáti","Korosszegapati",882,4585,47.039089,21.63632,3902,0,9,0,0,6,0
2011,"Erk","Erk",881,2168,47.610045,20.07616,4002,0,10,0,0,5,0
881,"Felsõszentmárton","Felsoszentmarton",881,1946,45.85155,17.703955,3204,0,2,0,0,4,0
2153,"Uraiújfalu","Uraiujfalu",879,1908,47.37159,16.98494,4806,0,18,0,0,3,0
1817,"Gáborján","Gaborjan",876,2646,47.235001,21.661844,3902,0,9,0,0,6,0
444,"Tiszakerecseny","Tiszakerecseny",874,2386,48.25859,22.30282,4510,0,15,0,0,6,0
693,"Vállaj","Vallaj",874,2227,47.760782,22.384595,4505,0,15,0,0,6,0
3009,"Csikóstõttõs","Csikostottos",873,1770,46.34134,18.155985,4702,0,17,0,0,4,0
1921,"Nábrád","Nabrad",871,1768,48.0055,22.44275,4503,0,15,0,0,6,0
1628,"Mindszentgodisa","Mindszentgodisa",870,2297,46.223357,18.059804,3203,0,2,0,0,4,0
1960,"Makkoshotyka","Makkoshotyka",869,1041,48.358891,21.516733,3507,0,5,0,0,5,0
2696,"Magyargéc","Magyargec",868,1235,48.08319,19.603135,4206,0,12,0,0,5,0
368,"Magyarhomorog","Magyarhomorog",868,3956,47.021205,21.548185,3902,0,9,0,0,6,0
1248,"Újcsanálos","Ujcsanalos",867,1218,48.135355,20.999995,3509,0,5,0,0,5,0
656,"Sormás","Sormas",865,1637,46.460022,16.915731,5004,0,20,0,0,3,0
1646,"Berkesd","Berkesd",864,1904,46.082376,18.405359,3208,0,2,0,0,4,0
3007,"Vatta","Vatta",864,2334,47.920912,20.737298,3505,0,5,0,0,5,0
1300,"Gemzse","Gemzse",860,1360,48.139805,22.194596,4510,0,15,0,0,6,0
986,"Pölöske","Poloske",860,4523,46.754951,16.92417,5008,0,20,0,0,3,0
1389,"Vértesboglár","Vertesboglar",860,2321,47.429392,18.524779,3701,0,7,0,0,2,0
3066,"Borsodbóta","Borsodbota",857,813,48.212141,20.39782,3506,0,5,0,0,5,0
1514,"Vámosújfalu","Vamosujfalu",857,1064,48.260582,21.451965,3507,0,5,0,0,5,0
1512,"Osli","Osli",856,1880,47.635721,17.07666,3803,0,8,0,0,3,0
2288,"Kisbajcs","Kisbajcs",855,874,47.74704,17.682979,3802,0,8,0,0,3,0
3297,"Kõröstetétlen","Korostetetlen",854,3265,47.099159,20.02236,4302,0,13,0,0,1,0
1370,"Nagyszokoly","Nagyszokoly",853,2799,46.723134,18.210028,4705,0,17,0,0,4,0
847,"Szajk","Szajk",852,1136,45.986572,18.533399,3202,0,2,0,0,4,0
3285,"Váralja","Varalja",851,2112,46.26309,18.420988,4701,0,17,0,0,4,0
1877,"Bernecebaráti","Bernecebarati",848,3769,48.03905,18.91052,4308,0,13,0,0,1,0
3325,"Felpéc","Felpec",847,2247,47.525215,17.596758,3806,0,8,0,0,3,0
1575,"Gánt","Gant",847,5815,47.389857,18.387527,3701,0,7,0,0,2,0
2760,"Nagytálya","Nagytalya",844,1319,47.81807,20.41695,4001,0,10,0,0,5,0
1428,"Csokvaomány","Csokvaomany",843,1500,48.16632,20.372654,3506,0,5,0,0,5,0
422,"Csörötnek","Csorotnek",843,2053,46.952671,16.366381,4807,0,18,0,0,3,0
3392,"Mánfa","Manfa",843,2770,46.159189,18.239465,3201,0,2,0,0,4,0
1635,"Szentlászló","Szentlaszlo",843,1406,46.153225,17.83396,3206,0,2,0,0,4,0
1902,"Pusztakovácsi","Pusztakovacsi",842,4338,46.5441,17.571263,4406,0,14,0,0,4,0
1008,"Szakcs","Szakcs",842,5579,46.538886,18.11078,4702,0,17,0,0,4,0
1596,"Balsa","Balsa",841,2251,48.173465,21.532231,4511,0,15,0,0,6,0
2969,"Sorokpolány","Sorokpolany",840,1329,47.136872,16.679465,4808,0,18,0,0,3,0
2961,"Biharugra","Biharugra",839,5284,46.96924,21.597215,3404,0,4,0,0,7,0
2259,"Cserhátsurány","Cserhatsurany",839,1880,47.975964,19.425745,4201,0,12,0,0,5,0
1523,"Egyházasfalu","Egyhazasfalu",838,2164,47.456189,16.778775,3805,0,8,0,0,3,0
1874,"Szabadhídvég","Szabadhidveg",838,4410,46.823655,18.282615,3703,0,7,0,0,2,0
3380,"Bodrogkisfalud","Bodrogkisfalud",836,1467,48.171853,21.355483,3515,0,5,0,0,5,0
1215,"Hejõszalonta","Hejoszalonta",836,1097,47.941705,20.881795,3511,0,5,0,0,5,0
2959,"Almáskamarás","Almaskamaras",835,1471,46.461475,21.09369,3402,0,4,0,0,7,0
611,"Füle","Fule",834,3032,47.053478,18.24543,3707,0,7,0,0,2,0
3209,"Királd","Kirald",834,788,48.237286,20.373189,3506,0,5,0,0,5,0
487,"Litke","Litke",834,1816,48.210593,19.595441,4205,0,12,0,0,5,0
3233,"Baté","Bate",832,1028,46.358565,17.96452,4404,0,14,0,0,4,0
3323,"Gödre","Godre",831,3993,46.285809,17.973909,3203,0,2,0,0,4,0
1638,"Tótszentmárton","Totszentmarton",831,1017,46.421742,16.802234,5003,0,20,0,0,3,0
3273,"Attala","Attala",830,2064,46.376599,18.068905,4702,0,17,0,0,4,0
1427,"Káptalanfa","Kaptalanfa",827,3371,47.062971,17.341557,4905,0,19,0,0,2,0
1869,"Bázakerettye","Bazakerettye",826,803,46.523445,16.743054,5003,0,20,0,0,3,0
3116,"Hollóháza","Hollohaza",826,236,48.542208,21.41326,3508,0,5,0,0,5,0
1042,"Magyaratád","Magyaratad",826,1882,46.467057,17.90015,4404,0,14,0,0,4,0
2775,"Sajóvelezd","Sajovelezd",826,2302,48.272685,20.46228,3506,0,5,0,0,5,0
2909,"Sopronhorpács","Sopronhorpacs",824,2069,47.483012,16.733608,3805,0,8,0,0,3,0
2489,"Szigliget","Szigliget",824,3426,46.801178,17.433712,4906,0,19,0,0,2,0
888,"Peresznye","Peresznye",823,1073,47.425176,16.649214,4804,0,18,0,0,3,0
3146,"Fülöpháza","Fulophaza",822,4706,46.891541,19.44549,3304,0,3,0,0,7,0
1928,"Cikó","Ciko",821,1986,46.262125,18.55739,4701,0,17,0,0,4,0
326,"Badacsonytördemic","Badacsonytordemic",820,1025,46.809101,17.472481,4906,0,19,0,0,2,0
2061,"Búcsúszentlászló","Bucsuszentlaszlo",819,154,46.789395,16.93065,5008,0,20,0,0,3,0
335,"Nova","Nova",819,3929,46.68504,16.676963,5002,0,20,0,0,3,0
3341,"Perkupa","Perkupa",819,1939,48.471697,20.690032,3502,0,5,0,0,5,0
1256,"Dunafalva","Dunafalva",818,5789,46.0826,18.770765,3301,0,3,0,0,7,0
589,"Vokány","Vokany",817,1709,45.913945,18.33637,3205,0,2,0,0,4,0
2569,"Domaháza","Domahaza",816,2883,48.18346,20.10437,3506,0,5,0,0,5,0
993,"Kenyeri","Kenyeri",816,3396,47.38342,17.091735,4801,0,18,0,0,3,0
3175,"Milota","Milota",816,1539,48.104135,22.77951,4503,0,15,0,0,6,0
3113,"Körösszakál","Korosszakal",814,1502,47.017929,21.5886,3902,0,9,0,0,6,0
1224,"Kemenesmagasi","Kemenesmagasi",813,3319,47.330576,17.210341,4801,0,18,0,0,3,0
2869,"Tiszaigar","Tiszaigar",813,3402,47.533333,20.796988,4605,0,16,0,0,6,0
1856,"Zalaszentbalázs","Zalaszentbalazs",812,2099,46.588832,16.918199,5004,0,20,0,0,3,0
1977,"Osztopán","Osztopan",811,2283,46.519224,17.669282,4404,0,14,0,0,4,0
1354,"Tiszaszalka","Tiszaszalka",810,1495,48.18674,22.315955,4510,0,15,0,0,6,0
2831,"Bábonymegyer","Babonymegyer",809,2193,46.751285,18.120136,4409,0,14,0,0,4,0
1579,"Ludas","Ludas",809,1079,47.7352,20.09096,4004,0,10,0,0,5,0
2920,"Boba","Boba",807,1095,47.181718,17.187188,4801,0,18,0,0,3,0
255,"Mórichida","Morichida",807,3230,47.515265,17.416645,3806,0,8,0,0,3,0
2845,"Csernely","Csernely",806,2062,48.14431,20.34135,3506,0,5,0,0,5,0
3056,"Medina","Medina",805,2224,46.473349,18.64451,4704,0,17,0,0,4,0
2480,"Söpte","Sopte",805,1398,47.283192,16.654051,4808,0,18,0,0,3,0
2281,"Bakonyszentkirály","Bakonyszentkiraly",804,2790,47.363938,17.883081,4909,0,19,0,0,2,0
3430,"Óbarok","Obarok",803,1926,47.49319,18.568025,3701,0,7,0,0,2,0
2345,"Kõvágóörs","Kovagoors",802,2209,46.849129,17.59901,4906,0,19,0,0,2,0
838,"Nógrádsáp","Nogradsap",802,1546,47.839276,19.355095,4204,0,12,0,0,5,0
1607,"Csajág","Csajag",801,2237,47.044573,18.186856,4902,0,19,0,0,2,0
1312,"Takácsi","Takacsi",800,1913,47.397962,17.472862,4904,0,19,0,0,2,0
2598,"Vassurány","Vassurany",800,1009,47.283112,16.70156,4808,0,18,0,0,3,0
2007,"Mátramindszent","Matramindszent",798,1673,47.983373,19.933373,4202,0,12,0,0,5,0
2185,"Somogyvámos","Somogyvamos",798,2502,46.570645,17.683715,4405,0,14,0,0,4,0
2057,"Tés","Tes",797,4903,47.25915,18.031828,4907,0,19,0,0,2,0
2467,"Kóspallag","Kospallag",796,1277,47.87412,18.93624,4308,0,13,0,0,1,0
2944,"Gulács","Gulacs",795,2335,48.088645,22.4697,4510,0,15,0,0,6,0
2931,"Ipolyvece","Ipolyvece",795,1390,48.063139,19.103622,4201,0,12,0,0,5,0
3183,"Újrónafõ","Ujronafo",793,4864,47.81233,17.20459,3804,0,8,0,0,3,0
2740,"Egyházaskozár","Egyhazaskozar",792,2431,46.329279,18.318406,3201,0,2,0,0,4,0
1498,"Pecöl","Pecol",792,1731,47.205311,16.819941,4806,0,18,0,0,3,0
810,"Sárhida","Sarhida",792,509,46.755295,16.84943,5005,0,20,0,0,3,0
258,"Csesztreg","Csesztreg",790,2300,46.716296,16.514525,5002,0,20,0,0,3,0
3257,"Papos","Papos",790,1067,47.985841,22.250194,4505,0,15,0,0,6,0
